批次,发布日期,规则,规则分类,KP ID,药品名,拼音首字母,医保编码数,医保编码(全部),检测逻辑,逻辑依据,备注
第一批,2025-05-23,药品儿童专用,医疗-药品,32124,小儿牛黄清心散,xenhqxs,6,ZA06CCX0451010104082; ZA06CCX0451010204082; ZA06CCX0451010304082; ZA06CCX0451010404082; ZA06CCX0451020104082; ZA06CCX0451020204082,参保人年龄超出儿童年龄限制,清热化痰、镇惊止痉。本品用于小儿内热，急惊痰喘，四肢抽搐，神志昏迷。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32274,小儿牛黄散,xenhs,8,ZA06CCX0452010100166; ZA06CCX0452010100865; ZA06CCX0452010101352; ZA06CCX0452010102572; ZA06CCX0452010103969; ZA06CCX0452010105156; ZA06CCX0452010200166; ZA06CCX0452010202572,就诊人年龄超出儿童年龄限制,清热镇惊，散风化痰。用于小儿食滞内热引起咳嗽身烧，呕吐痰涎，烦躁起急，睡卧不安，惊风抽搐，神志昏迷，大便燥结。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32275,小儿脾健灵糖浆,xepjltj,1,ZA09ABX0454010101010,就诊人年龄超出儿童年龄限制,本品开胃健脾。用于小儿脾虚胃弱，食欲不振，营养不良，发育迟缓，面色萎黄等症。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32276,小儿葡磷泛三钙片,xeplfsgp,2,XA12AAX118A001010103711; XA12AAX118A025010103810,就诊人年龄超出儿童年龄限制,用于钙缺乏症及儿童钙质的补充。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32282,小儿清毒糖浆,xeqdtj,2,ZA04BAX0464010105509; ZA04BAX0464020105509,就诊人年龄超出儿童年龄限制,清热解毒。本品用于儿童感冒发热。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32283,小儿清肺八味丸,xeqfbww,7,ZI02AAX0465010103909; ZI02AAX0465010103931; ZI02AAX0465010203906; ZI02AAX0465010203931; ZI02AAX0465020103909; ZI02AAX0465020203909; ZI02AAX0465030103906,就诊人年龄超出儿童年龄限制,清肺热，止咳定喘。用于小儿肺热，发烧，咳嗽，气促，瘟疫热盛。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32284,小儿清肺化痰咀嚼片,xeqfhtjjp,3,ZA06CBX0466010102292; ZA06CBX0466010202292; ZA06CBX0466020102292,就诊人年龄超出儿童年龄限制,清热化痰，止咳平喘。用于小儿肺热感冒引起的呼吸气促，咳嗽痰喘，喉中作响。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32286,小儿清肺化痰口服液,xeqfhtkfy,9,ZA06CBX0468010100026; ZA06CBX0468010102601; ZA06CBX0468010200026; ZA06CBX0468010202601; ZA06CBX0468010300026; ZA06CBX0468010302601; ZA06CBX0468010400026; ZA06CBX0468020100026; ZA06CBX0468020200026,就诊人年龄超出儿童年龄限制,清热化痰，止咳平喘。用于小儿肺热感冒引起的呼吸气促，咳嗽痰喘，喉中作响。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32285,小儿清肺化痰颗粒,xeqfhtkl,10,ZA06CBX0467010100026; ZA06CBX0467010102729; ZA06CBX0467010200026; ZA06CBX0467010202729; ZA06CBX0467010300026; ZA06CBX0467010302729; ZA06CBX0467010400026; ZA06CBX0467010402729; ZA06CBX0467010500026; ZA06CBX0467020100026,就诊人年龄超出儿童年龄限制,清热化痰，止咳平喘。用于小儿肺热感冒引起的咳嗽痰喘。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32287,小儿清肺化痰泡腾片,xeqfhtptp,4,ZA06CBX0469010202292; ZA06CBX0469010302292; ZA06CBX0469020102292; ZA06CBX0469030102292,就诊人年龄超出儿童年龄限制,本品清热化痰，止咳平喘。用于小儿肺热感冒引起的呼吸气促，咳嗽痰喘，喉中作响。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32288,小儿清肺颗粒,xeqfkl,5,ZA06CBX0470010102633; ZA06CBX0470010202633; ZA06CBX0470010302633; ZA06CBX0470020102633; ZA06CBX0470020202633,就诊人年龄超出儿童年龄限制,清热，化痰。用于咳嗽喘促，痰涎壅盛。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32280,小儿脐风散,xeqfs,7,ZA15DAX0461010100865; ZA15DAX0461010102572; ZA15DAX0461010102628; ZA15DAX0461010103830; ZA15DAX0461010105878; ZA15DAX0461010105883; ZA15DAX0461020102572,就诊人年龄超出儿童年龄限制,本品清热驱风，镇惊祛痰。用于初生小儿胎火内热引起的睡卧易惊，啼哭不安，身热面赤，咳嗽痰多，大便不通，惊风抽搐。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32289,小儿清肺散,xeqfs,2,ZA06CBX0471010101061; ZA06CBX0471010101352,就诊人年龄超出儿童年龄限制,清热，化痰。用于咳嗽喘促，痰涎壅盛。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32290,小儿清肺丸,xeqfw,2,ZA06CBX0472010100960; ZA06CBX0472010200960,就诊人年龄超出儿童年龄限制,急性气管炎、风热感冒、咳嗽、吐白粘痰或黄稠痰。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32291,小儿清肺止咳片,xeqfzkp,11,ZA06CAX0473010100169; ZA06CAX0473010100983; ZA06CAX0473010103078; ZA06CAX0473010103744; ZA06CAX0473010103830; ZA06CAX0473010105106; ZA06CAX0473010105858; ZA06CAX0473010105865; ZA06CAX0473010105893; ZA06CAX0473010203830; ZA06CAX0473020100169,就诊人年龄超出儿童年龄限制,清热解表，止咳化痰。用于内热肺火、外感风热引起的身热咳嗽、气促痰多、烦躁口渴、大便干燥。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32292,小儿清感灵片,xeqglp,8,ZA01BAX0474010100124; ZA01BAX0474010100169; ZA01BAX0474010103051; ZA01BAX0474010105106; ZA01BAX0474010105667; ZA01BAX0474010105865; ZA01BAX0474010105880; ZA01BAX0474020100169,就诊人年龄超出儿童年龄限制,发汗解肌，清热透表。用于外感风寒引起的发热怕冷，肌表无汗，头痛口渴，咽痛鼻塞，咳嗽痰多，体倦。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32293,小儿清解颗粒,xeqjkl,13,ZA04BAX0475010100016; ZA04BAX0475010100150; ZA04BAX0475010100166; ZA04BAX0475010100188; ZA04BAX0475010100435; ZA04BAX0475010100561; ZA04BAX0475010100878; ZA04BAX0475010100963; ZA04BAX0475010105441; ZA04BAX0475010200561; ZA04BAX0475010205441; ZA04BAX0475020100435; ZA04BAX0475020200561,就诊人年龄超出儿童年龄限制,除瘟解毒，清热退烧。用于小儿外感风热或时疫感冒引起的高烧不退，汗出热不解，烦躁口渴，咽喉肿痛，肢酸体倦。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32281,小儿启脾片,xeqpp,1,ZA09ABX0462010103820,就诊人年龄超出儿童年龄限制,和胃，健脾，止泻。本品用于脾胃虚弱，食欲不振，消化不良，腹胀便溏。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32170,小儿青翘颗粒,xeqqkl,6,ZF03AAX0941010402130; ZF03AAX0941010502130; ZF03AAX0941010602130; ZF03AAX0941020402130; ZF03AAX0941020502130; ZF03AAX0941020602130,参保人年龄超出儿童年龄限制,疏风清热，解毒利咽，消肿止痛。用于风热袭肺所致乳蛾，证见：恶寒发热，咽部红肿疼痛，吞咽时加剧，咽干灼热，喉核红肿；小儿急性扁桃体炎见上述证候者。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32294,小儿清热感康口服液,xeqrgkkfy,2,ZZ01AAX0477010102329; ZZ01AAX0477010202329,就诊人年龄超出儿童年龄限制,祛风解表，清热定惊。用于小儿感冒风热证，症见发热咳嗽，咽喉肿痛，不思乳食等。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32171,小儿清热感冒片,xeqrgmp,1,ZA01AAX0931010102533,参保人年龄超出儿童年龄限制,发汗解肌，清热透表。用于脏腑积热引起的发热怕冷，肌表无汗，头痛口渴，鼻塞咳嗽。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32295,小儿清热化痰栓,xeqrhts,3,ZA06CBX0478010102368; ZA06CBX0478010103693; ZA06CBX0478020102368,就诊人年龄超出儿童年龄限制,清热解毒，化痰止咳。用于痰热内盛，肺气下降引起的咳嗽喘息，痰黄稠粘，便秘溲赤，高热惊抽等。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32128,小儿清热利肺口服液,xeqrlfkfy,4,ZA04CAX0479020100411; ZA04CAX0479030100411; ZA04CAX0479030200411; ZA04CAX0479030300411,参保人年龄超出儿童年龄限制,清热宣肺，止咳平喘。用于小儿咳嗽属风热犯肺证，症见：发热，咳嗽或咯痰，流涕或鼻塞，咽痛，口渴，舌红或苔黄等；小儿急性支气管炎具有上述证候者。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32129,小儿清热宁颗粒,xeqrnkl,16,ZA04BAX0482010100169; ZA04BAX0482010105547; ZA04BAX0482010200169; ZA04BAX0482010205547; ZA04BAX0482010305547; ZA04BAX0482010503022; ZA04BAX0482010603022; ZA04BAX0482010703022; ZA04BAX0482010803022; ZA04BAX0482010903022; ZA04BAX0482011003022; ZA04BAX0482011103022; ZA04BAX0482020203022; ZA04BAX0482020303022; ZA04BAX0482020403022; ZA04BAX0482030100169,参保人年龄超出儿童年龄限制,清热解毒。本品用于外感温邪，脏腑实热引起的内热高烧，咽喉肿痛，咳嗽痰盛，大便干燥。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32296,小儿清热宁颗粒(果味型),xeqrnklgwx,8,ZA04BAX0944010103022; ZA04BAX0944010203022; ZA04BAX0944030103022; ZA04BAX0944030203022; ZA04BAX0944040103022; ZA04BAX0944040203022; ZA04BAX0944050103022; ZA04BAX0944050203022,就诊人年龄超出儿童年龄限制,清热解毒。本品用于外感温邪，脏腑实热引起的内热高烧，咽喉肿痛，咳嗽痰盛，大便干燥。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32297,小儿清热片,xeqrp,2,ZA04BAX0483010103040; ZA04BAX0483010103103,就诊人年龄超出儿童年龄限制,清热解毒，祛风镇惊。用于小儿风热，烦躁抽搐，发热口疮，小便短赤，大便不利。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32130,小儿清热宣肺贴膏,xeqrxftg,5,ZA06CAX0485010102402; ZA06CAX0485010202402; ZA06CAX0485010302402; ZA06CAX0485010402402; ZA06CAX0485010502402,参保人年龄超出儿童年龄限制,清热宣肺、止咳化痰、活血通络。用于风温肺热病热在肺卫证，症见咳嗽、咯痰，或伴鼻塞流涕、低热等，也可用于缓解小儿急性支气管炎所致的上述症状。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32131,小儿清热止咳合剂,xeqrzkhj,9,ZA06DAX0487010102816; ZA06DAX0487010105325; ZA06DAX0487010200974; ZA06DAX0487020102816; ZA06DAX0487020105325; ZA06DAX0487020202816; ZA06DAX0487030105325; ZA06DAX0487040105325; ZA06DAX0489010100974,参保人年龄超出儿童年龄限制,清热宣肺，平喘，利咽。用于小儿外感风热所致的感冒，症见发热恶寒、咳嗽痰黄、气促喘息、口干音哑、咽喉肿痛。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32132,小儿清热止咳合剂(小儿清热止咳口服液),xeqrzkhjxeqrzkkfy,22,ZA06DAX0489010101860; ZA06DAX0489010103554; ZA06DAX0489010105243; ZA06DAX0489010201860; ZA06DAX0489010203360; ZA06DAX0489010203554; ZA06DAX0489010205243; ZA06DAX0489010303360; ZA06DAX0489010303554; ZA06DAX0489010305243; ZA06DAX0489010405243; ZA06DAX0489020101860; ZA06DAX0489020102369; ZA06DAX0489020201860; ZA06DAX0489020202369; ZA06DAX0489020301860; ZA06DAX0489020401860; ZA06DAX0489020501860; ZA06DAX0489020601860; ZA06DAX0489020701860; ZA06DAX0489020801860; ZA06DAX0489020901860,参保人年龄超出儿童年龄限制,清热宣肺，平喘，利咽。用于小儿外感风热所致的感冒。症见发热恶寒，咳嗽痰黄，气促喘息，口干音哑，咽喉肿痛。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32133,小儿清热止咳口服液,xeqrzkkfy,98,ZA06DAX0489010100026; ZA06DAX0489010100146; ZA06DAX0489010100188; ZA06DAX0489010100200; ZA06DAX0489010100480; ZA06DAX0489010101032; ZA06DAX0489010101072; ZA06DAX0489010101204; ZA06DAX0489010102067; ZA06DAX0489010102078; ZA06DAX0489010102369; ZA06DAX0489010102601; ZA06DAX0489010103014; ZA06DAX0489010103048; ZA06DAX0489010103065; ZA06DAX0489010103095; ZA06DAX0489010103134; ZA06DAX0489010103141; ZA06DAX0489010103266; ZA06DAX0489010103374; ZA06DAX0489010103444; ZA06DAX0489010103560; ZA06DAX0489010103686; ZA06DAX0489010103845; ZA06DAX0489010104134; ZA06DAX0489010104159; ZA06DAX0489010104336; ZA06DAX0489010104670; ZA06DAX0489010104859; ZA06DAX0489010105377; ZA06DAX0489010105658; ZA06DAX0489010105727; ZA06DAX0489010200026; ZA06DAX0489010200200; ZA06DAX0489010201032; ZA06DAX0489010201072; ZA06DAX0489010202067; ZA06DAX0489010202078; ZA06DAX0489010202369; ZA06DAX0489010203014; ZA06DAX0489010203048; ZA06DAX0489010203065; ZA06DAX0489010203095; ZA06DAX0489010203141; ZA06DAX0489010203266; ZA06DAX0489010203374; ZA06DAX0489010203444; ZA06DAX0489010203686; ZA06DAX0489010203845; ZA06DAX0489010204134; ZA06DAX0489010204159; ZA06DAX0489010204336; ZA06DAX0489010204670; ZA06DAX0489010204859; ZA06DAX0489010205377; ZA06DAX0489010205727; ZA06DAX0489010300026; ZA06DAX0489010300200; ZA06DAX0489010301032; ZA06DAX0489010301072; ZA06DAX0489010302067; ZA06DAX0489010302078; ZA06DAX0489010303014; ZA06DAX0489010303048; ZA06DAX0489010303095; ZA06DAX0489010303266; ZA06DAX0489010303845; ZA06DAX0489010304134; ZA06DAX0489010304859; ZA06DAX0489010401072; ZA06DAX0489010402078; ZA06DAX0489010403048; ZA06DAX0489010403845; ZA06DAX0489010404134; ZA06DAX0489010404859; ZA06DAX0489010503048; ZA06DAX0489010503845; ZA06DAX0489020100200; ZA06DAX0489020101032; ZA06DAX0489020101072; ZA06DAX0489020103065; ZA06DAX0489020103141; ZA06DAX0489020103312; ZA06DAX0489020103444; ZA06DAX0489020105727; ZA06DAX0489020200200; ZA06DAX0489020201072; ZA06DAX0489020203065; ZA06DAX0489020203444; ZA06DAX0489020300200; ZA06DAX0489020301072; ZA06DAX0489020303444; ZA06DAX0489020400200; ZA06DAX0489020503444; ZA06DAX0489030100200; ZA06DAX0489030103686; ZA06DAX0489030203686; ZA06DAX0489030303686,参保人年龄超出儿童年龄限制,清热宣肺，平喘，利咽。用于小儿外感风热所致的感冒，症见发热恶寒、咳嗽痰黄、气促喘息、口干音哑、咽喉肿痛。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32134,小儿清热止咳口服液(小儿清热止咳合剂),xeqrzkkfyxeqrzkhj,4,ZA06DAX0489010100430; ZA06DAX0489020100430; ZA06DAX0489020200430; ZA06DAX0489030100430,参保人年龄超出儿童年龄限制,清热宣肺，平喘，利咽。用于小儿外感风热所致的感冒，症见发热恶寒、咳嗽痰黄、气促喘息、口干音哑、咽喉肿痛。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32298,小儿清热止咳颗粒,xeqrzkkl,10,ZA06DAX0488010103767; ZA06DAX0488010104715; ZA06DAX0488010203767; ZA06DAX0488010204715; ZA06DAX0488010303767; ZA06DAX0488010403767; ZA06DAX0488010503767; ZA06DAX0488010603767; ZA06DAX0488020103767; ZA06DAX0488020203767,就诊人年龄超出儿童年龄限制,清热，宣肺，平喘。本品用于小儿外感引起的发热恶寒，咳嗽痰黄，气促，口干音哑，咽喉肿痛。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32135,小儿清热止咳糖浆,xeqrzktj,6,ZA06DAX0490010103640; ZA06DAX0490020103640; ZA06DAX0490030103640; ZA06DAX0490040103640; ZA06DAX0490050103640; ZA06DAX0490060103640,参保人年龄超出儿童年龄限制,清热，宣肺，平喘，利咽。用于小儿外感邪毒内盛，发热恶寒，咳嗽痰黄，气促喘息，口干音哑，咽喉肿痛。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32299,小儿清热止咳丸,xeqrzkw,5,ZA06DAX0491010100124; ZA06DAX0491010100169; ZA06DAX0491010200124; ZA06DAX0491010300124; ZA06DAX0491010400124,就诊人年龄超出儿童年龄限制,清热，化痰，定喘。用于肺热咳嗽，痰多气喘。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32126,小儿七星茶口服液,xeqxckfy,5,ZA14AAX0456010100582; ZA14AAX0456010200582; ZA14AAX0456010300582; ZA14AAX0456010400582; ZA14AAX0456010500582,参保人年龄超出儿童年龄限制,定惊消滞。用于小儿消化不良，不思饮食，二便不畅，夜寐不安。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32125,小儿七星茶颗粒,xeqxckl,76,ZA14AAX0455010100286; ZA14AAX0455010100293; ZA14AAX0455010100347; ZA14AAX0455010100356; ZA14AAX0455010100362; ZA14AAX0455010100424; ZA14AAX0455010100426; ZA14AAX0455010100434; ZA14AAX0455010100467; ZA14AAX0455010100582; ZA14AAX0455010102364; ZA14AAX0455010102370; ZA14AAX0455010104036; ZA14AAX0455010104833; ZA14AAX0455010105062; ZA14AAX0455010105098; ZA14AAX0455010105112; ZA14AAX0455010105153; ZA14AAX0455010105156; ZA14AAX0455010105629; ZA14AAX0455010200293; ZA14AAX0455010200362; ZA14AAX0455010200426; ZA14AAX0455010200434; ZA14AAX0455010200467; ZA14AAX0455010200582; ZA14AAX0455010205098; ZA14AAX0455010205112; ZA14AAX0455010205153; ZA14AAX0455010205629; ZA14AAX0455010300293; ZA14AAX0455010300434; ZA14AAX0455010300467; ZA14AAX0455010300582; ZA14AAX0455010305062; ZA14AAX0455010305112; ZA14AAX0455010305629; ZA14AAX0455010400434; ZA14AAX0455010400467; ZA14AAX0455010400582; ZA14AAX0455010405062; ZA14AAX0455010405112; ZA14AAX0455010500434; ZA14AAX0455010500582; ZA14AAX0455010505112; ZA14AAX0455010600434; ZA14AAX0455010600582; ZA14AAX0455010605062; ZA14AAX0455010605112; ZA14AAX0455010700434; ZA14AAX0455010705112; ZA14AAX0455010800434; ZA14AAX0455010805062; ZA14AAX0455010805112; ZA14AAX0455010905062; ZA14AAX0455011005062; ZA14AAX0455011205062; ZA14AAX0455011305062; ZA14AAX0455011405062; ZA14AAX0455011505062; ZA14AAX0455020100286; ZA14AAX0455020100434; ZA14AAX0455020100467; ZA14AAX0455020104833; ZA14AAX0455020200286; ZA14AAX0455020200434; ZA14AAX0455020200467; ZA14AAX0455020300286; ZA14AAX0455020300434; ZA14AAX0455020400286; ZA14AAX0455020400434; ZA14AAX0455020500286; ZA14AAX0455020500434; ZA14AAX0455020600286; ZA14AAX0455020600434; ZA14AAX0455030100286,参保人年龄超出儿童年龄限制,开胃消滞，清热定惊。用于小儿积滞化热，消化不良，不思饮食，烦躁易惊，夜寐不安，大便不畅，小便短赤。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32127,小儿七星茶糖浆,xeqxctj,7,ZA14AAX0457010100326; ZA14AAX0457010100362; ZA14AAX0457010100411; ZA14AAX0457010100896; ZA14AAX0457010104784; ZA14AAX0457020100362; ZA14AAX0457020200362,参保人年龄超出儿童年龄限制,定惊消滞。用于小儿消化不良，不思饮食，二便不畅，夜寐不安。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32300,小儿清咽颗粒,xeqykl,54,ZF03AAX0492010100026; ZF03AAX0492010100259; ZF03AAX0492010100423; ZF03AAX0492010100878; ZF03AAX0492010101204; ZF03AAX0492010102260; ZF03AAX0492010102292; ZF03AAX0492010102304; ZF03AAX0492010102380; ZF03AAX0492010102477; ZF03AAX0492010102572; ZF03AAX0492010102729; ZF03AAX0492010102968; ZF03AAX0492010103907; ZF03AAX0492010103969; ZF03AAX0492010104803; ZF03AAX0492010105158; ZF03AAX0492010105612; ZF03AAX0492010200026; ZF03AAX0492010201046; ZF03AAX0492010202260; ZF03AAX0492010202304; ZF03AAX0492010202380; ZF03AAX0492010202572; ZF03AAX0492010203907; ZF03AAX0492010204803; ZF03AAX0492010205121; ZF03AAX0492010205612; ZF03AAX0492010300026; ZF03AAX0492010301046; ZF03AAX0492010302260; ZF03AAX0492010302304; ZF03AAX0492010302572; ZF03AAX0492010303907; ZF03AAX0492010304803; ZF03AAX0492010401046; ZF03AAX0492010402260; ZF03AAX0492010402304; ZF03AAX0492010402572; ZF03AAX0492010404803; ZF03AAX0492010501046; ZF03AAX0492010502260; ZF03AAX0492010502304; ZF03AAX0492010504803; ZF03AAX0492010604803; ZF03AAX0492010704803; ZF03AAX0492010804803; ZF03AAX0492011004803; ZF03AAX0492011104803; ZF03AAX0492011204803; ZF03AAX0492011304803; ZF03AAX0492020100423; ZF03AAX0492020102572; ZF03AAX0492020104803,就诊人年龄超出儿童年龄限制,清热解表，解毒利咽。用于小儿外感风热引起的发热头痛，咳嗽音哑，咽喉肿痛。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32279,小儿奇应丸,xeqyw,4,ZA04AAX0460010100398; ZA04AAX0460020100398; ZA04AAX0460020104380; ZA04AAX0460020204380,就诊人年龄超出儿童年龄限制,解热定惊，化痰止咳，消食杀虫。本品用于小儿惊风发热，咳嗽多痰，食积，虫积。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32277,小儿七珍片,xeqzp,1,ZA01CAX0458010103564,就诊人年龄超出儿童年龄限制,平肝熄风，镇惊解抽。用于急慢性惊风，撮口天吊，痰壅中满，夜啼不宁，便青。,
第一批,2025-05-23,药品儿童专用,医疗-药品,32278,小儿七珍丸,xeqzw,7,ZA01CAX0459010102941; ZA01CAX0459010102971; ZA01CAX0459010202941; ZA01CAX0459010302941; ZA01CAX0459010402941; ZA01CAX0459010502941; ZA01CAX0459020102941,就诊人年龄超出儿童年龄限制,消积导滞，通便泻火，镇惊退热，化痰息风。本品用于小儿感冒发热，夹食夹惊，乳食停滞，大便不通，惊风抽搐，痰涎壅盛。,
